,Id,Abstract,Category
1271,1271,[0. 0. 0. ... 0. 0. 0.],hep-th
1272,1272,[0. 0. 0. ... 0. 0. 0.],math.CO
1273,1273,[0. 0. 0. ... 0. 0. 0.],cond-mat.mes-hall
1274,1274,[0. 0. 0. ... 0. 0. 0.],stat.ML
1275,1275,[0. 0. 0. ... 0. 0. 0.],math.CO
1276,1276,[0. 0. 0. ... 0. 0. 0.],physics.optics
1277,1277,[0. 0. 0. ... 0. 0. 0.],math.AP
1278,1278,[0. 0. 1. ... 0. 0. 0.],astro-ph.SR
1279,1279,[0. 0. 0. ... 0. 0. 0.],cond-mat.mtrl-sci
1280,1280,[0. 0. 0. ... 0. 0. 0.],physics.optics
1281,1281,[0. 0. 0. ... 0. 0. 0.],astro-ph.SR
1282,1282,[0. 0. 0. ... 0. 0. 0.],astro-ph.GA
1283,1283,[0. 0. 0. ... 0. 0. 0.],quant-ph
1284,1284,[0. 0. 0. ... 0. 0. 0.],cond-mat.mtrl-sci
1285,1285,[0. 0. 0. ... 0. 0. 0.],astro-ph.CO
1286,1286,[0. 0. 0. ... 0. 0. 0.],hep-ph
1287,1287,[0. 0. 0. ... 0. 0. 0.],astro-ph.GA
1288,1288,[1. 0. 0. ... 0. 0. 0.],hep-ph
1289,1289,[0. 0. 1. ... 0. 0. 0.],astro-ph.SR
1290,1290,[0. 0. 0. ... 0. 0. 0.],astro-ph.CO
1291,1291,[0. 0. 0. ... 0. 0. 0.],quant-ph
1292,1292,[0. 0. 0. ... 0. 0. 0.],quant-ph
1293,1293,[0. 0. 0. ... 0. 0. 0.],astro-ph.SR
1294,1294,[0. 0. 0. ... 0. 0. 0.],cs.LG
1295,1295,[0. 0. 0. ... 0. 0. 0.],math.CO
1296,1296,[0. 0. 0. ... 0. 0. 0.],hep-th
1297,1297,[0. 0. 0. ... 0. 0. 0.],astro-ph.CO
1298,1298,[0. 0. 0. ... 0. 0. 0.],math.AP
1299,1299,[0. 0. 0. ... 0. 0. 0.],hep-ph
1300,1300,[0. 0. 0. ... 0. 0. 0.],quant-ph
1301,1301,[0. 0. 0. ... 0. 0. 0.],cs.LG
1302,1302,[0. 0. 0. ... 0. 0. 0.],astro-ph.GA
1303,1303,[0. 0. 0. ... 0. 0. 0.],cond-mat.mtrl-sci
1304,1304,[0. 0. 0. ... 0. 0. 0.],hep-ph
1305,1305,[1. 0. 1. ... 0. 0. 0.],astro-ph
1306,1306,[0. 0. 0. ... 0. 0. 0.],physics.optics
1307,1307,[0. 0. 0. ... 0. 0. 0.],astro-ph.CO
1308,1308,[0. 0. 0. ... 0. 0. 0.],math.AP
1309,1309,[0. 0. 0. ... 0. 0. 0.],hep-ph
1310,1310,[0. 0. 0. ... 0. 0. 0.],stat.ML
1311,1311,[0. 0. 0. ... 0. 0. 0.],math.AP
1312,1312,[0. 0. 0. ... 0. 0. 0.],hep-th
1313,1313,[0. 0. 0. ... 0. 0. 0.],physics.optics
1314,1314,[0. 0. 0. ... 0. 0. 0.],astro-ph.GA
1315,1315,[0. 0. 0. ... 0. 0. 0.],astro-ph.SR
1316,1316,[0. 0. 0. ... 0. 0. 0.],cond-mat.mtrl-sci
1317,1317,[0. 0. 0. ... 0. 0. 0.],stat.ML
1318,1318,[0. 0. 0. ... 0. 0. 0.],astro-ph.CO
1319,1319,[0. 0. 0. ... 0. 0. 0.],cond-mat.mes-hall
1320,1320,[0. 0. 0. ... 0. 0. 0.],physics.optics
1321,1321,[0. 0. 0. ... 0. 0. 0.],physics.optics
1322,1322,[0. 0. 0. ... 0. 0. 0.],hep-ph
1323,1323,[0. 0. 0. ... 0. 0. 0.],astro-ph
1324,1324,[0. 0. 0. ... 0. 0. 0.],cond-mat.mes-hall
1325,1325,[0. 0. 0. ... 0. 0. 0.],gr-qc
1326,1326,[1. 0. 0. ... 0. 0. 0.],cond-mat.mes-hall
1327,1327,[0. 0. 0. ... 0. 0. 0.],astro-ph.SR
1328,1328,[0. 0. 0. ... 0. 0. 0.],cond-mat.mtrl-sci
1329,1329,[0. 0. 0. ... 0. 0. 0.],astro-ph.CO
1330,1330,[1. 0. 0. ... 0. 0. 0.],astro-ph
1331,1331,[0. 0. 0. ... 0. 0. 0.],cs.LG
1332,1332,[0. 0. 0. ... 0. 0. 0.],astro-ph
1333,1333,[0. 0. 0. ... 0. 0. 0.],math.AP
1334,1334,[1. 0. 0. ... 0. 0. 0.],gr-qc
1335,1335,[1. 0. 0. ... 0. 0. 0.],cond-mat.mtrl-sci
1336,1336,[0. 0. 0. ... 0. 0. 0.],gr-qc
1337,1337,[0. 0. 0. ... 0. 0. 0.],math.CO
1338,1338,[0. 0. 0. ... 0. 0. 0.],physics.optics
1339,1339,[0. 0. 0. ... 0. 0. 0.],cond-mat.mes-hall
1340,1340,[0. 0. 0. ... 0. 0. 0.],astro-ph
1341,1341,[0. 0. 0. ... 0. 0. 0.],gr-qc
1342,1342,[0. 0. 0. ... 0. 0. 0.],hep-ph
1343,1343,[0. 0. 0. ... 0. 0. 0.],cond-mat.mes-hall
1344,1344,[0. 0. 0. ... 0. 0. 0.],astro-ph
1345,1345,[0. 0. 0. ... 0. 0. 0.],hep-ph
1346,1346,[0. 0. 0. ... 0. 0. 0.],math.AP
1347,1347,[0. 0. 0. ... 0. 0. 0.],cond-mat.mtrl-sci
1348,1348,[0. 0. 0. ... 0. 0. 0.],quant-ph
1349,1349,[0. 0. 0. ... 0. 0. 0.],math.CO
1350,1350,[0. 0. 0. ... 0. 0. 0.],cond-mat.mtrl-sci
1351,1351,[1. 0. 0. ... 0. 0. 0.],astro-ph
1352,1352,[0. 0. 0. ... 0. 0. 0.],hep-th
1353,1353,[0. 0. 0. ... 0. 0. 0.],cs.LG
1354,1354,[0. 0. 0. ... 0. 0. 0.],cs.LG
1355,1355,[0. 0. 0. ... 0. 0. 0.],quant-ph
1356,1356,[1. 0. 0. ... 0. 0. 0.],math.AP
1357,1357,[0. 0. 0. ... 0. 0. 0.],gr-qc
1358,1358,[0. 0. 0. ... 0. 0. 0.],astro-ph.CO
1359,1359,[0. 0. 0. ... 0. 0. 0.],cond-mat.mtrl-sci
1360,1360,[0. 0. 0. ... 0. 0. 0.],math.CO
1361,1361,[1. 0. 0. ... 0. 0. 0.],cond-mat.mtrl-sci
1362,1362,[0. 0. 0. ... 0. 0. 0.],physics.optics
1363,1363,[0. 0. 0. ... 0. 0. 0.],stat.ML
1364,1364,[0. 0. 0. ... 0. 0. 0.],cond-mat.mtrl-sci
1365,1365,[0. 0. 0. ... 0. 0. 0.],astro-ph.SR
1366,1366,[0. 0. 0. ... 0. 0. 0.],astro-ph.CO
1367,1367,[0. 0. 0. ... 0. 0. 0.],quant-ph
1368,1368,[0. 0. 0. ... 0. 0. 0.],astro-ph.GA
1369,1369,[0. 0. 0. ... 0. 0. 0.],math.CO
1370,1370,[0. 0. 1. ... 0. 0. 0.],astro-ph
1371,1371,[0. 0. 0. ... 0. 0. 0.],physics.optics
1372,1372,[1. 0. 0. ... 0. 0. 0.],hep-ph
1373,1373,[0. 0. 0. ... 0. 0. 0.],cond-mat.mes-hall
1374,1374,[0. 0. 0. ... 0. 0. 0.],astro-ph.GA
1375,1375,[0. 0. 0. ... 0. 0. 0.],astro-ph.SR
1376,1376,[1. 0. 0. ... 0. 0. 0.],astro-ph.CO
1377,1377,[0. 0. 1. ... 0. 0. 0.],astro-ph.SR
1378,1378,[0. 0. 0. ... 0. 0. 0.],astro-ph.GA
1379,1379,[0. 0. 0. ... 0. 0. 0.],physics.optics
1380,1380,[0. 0. 0. ... 0. 0. 0.],astro-ph
1381,1381,[0. 0. 0. ... 0. 0. 0.],cs.LG
1382,1382,[0. 0. 0. ... 0. 0. 0.],astro-ph
1383,1383,[0. 0. 0. ... 0. 0. 0.],stat.ML
1384,1384,[0. 0. 0. ... 0. 0. 0.],cond-mat.mes-hall
1385,1385,[0. 0. 0. ... 0. 0. 0.],astro-ph.SR
1386,1386,[0. 0. 1. ... 0. 0. 0.],astro-ph.GA
1387,1387,[1. 0. 0. ... 0. 0. 0.],cond-mat.mes-hall
1388,1388,[0. 0. 0. ... 0. 0. 0.],hep-ph
1389,1389,[0. 0. 0. ... 0. 0. 0.],astro-ph.SR
1390,1390,[0. 0. 0. ... 0. 0. 0.],quant-ph
1391,1391,[0. 0. 0. ... 0. 0. 0.],cs.LG
1392,1392,[0. 0. 0. ... 0. 0. 0.],cs.LG
1393,1393,[0. 0. 0. ... 0. 0. 0.],math.CO
1394,1394,[0. 0. 0. ... 0. 0. 0.],math.AP
1395,1395,[0. 0. 0. ... 0. 0. 0.],astro-ph.SR
1396,1396,[0. 0. 0. ... 0. 0. 0.],math.CO
1397,1397,[0. 0. 0. ... 0. 0. 0.],hep-th
1398,1398,[0. 0. 0. ... 0. 0. 0.],hep-ph
1399,1399,[0. 0. 0. ... 0. 0. 0.],physics.optics
1400,1400,[0. 0. 0. ... 0. 0. 0.],hep-ph
1401,1401,[0. 0. 0. ... 0. 0. 0.],cs.LG
1402,1402,[0. 0. 0. ... 0. 0. 0.],physics.optics
1403,1403,[0. 0. 1. ... 0. 0. 0.],astro-ph.CO
1404,1404,[0. 0. 0. ... 0. 0. 0.],cond-mat.mtrl-sci
1405,1405,[0. 0. 0. ... 0. 0. 0.],astro-ph.CO
1406,1406,[0. 0. 0. ... 0. 0. 0.],hep-th
1407,1407,[0. 0. 0. ... 0. 0. 0.],cs.LG
1408,1408,[0. 0. 0. ... 0. 0. 0.],quant-ph
1409,1409,[0. 0. 0. ... 0. 0. 0.],hep-ph
1410,1410,[0. 0. 0. ... 0. 0. 0.],astro-ph
1411,1411,[0. 0. 0. ... 0. 0. 0.],gr-qc
1412,1412,[0. 0. 0. ... 0. 0. 0.],hep-th
1413,1413,[0. 0. 0. ... 0. 0. 0.],stat.ML
1414,1414,[0. 0. 0. ... 0. 0. 0.],math.CO
1415,1415,[0. 0. 0. ... 0. 0. 0.],hep-ph
1416,1416,[0. 0. 0. ... 0. 0. 0.],quant-ph
1417,1417,[1. 0. 0. ... 0. 0. 0.],hep-th
1418,1418,[0. 0. 0. ... 0. 0. 0.],math.CO
1419,1419,[0. 0. 0. ... 0. 0. 0.],stat.ML
1420,1420,[0. 0. 0. ... 0. 0. 0.],astro-ph
1421,1421,[0. 0. 0. ... 0. 0. 0.],quant-ph
1422,1422,[0. 0. 0. ... 0. 0. 0.],gr-qc
1423,1423,[0. 0. 0. ... 0. 0. 0.],math.CO
1424,1424,[0. 0. 0. ... 0. 0. 0.],math.AP
1425,1425,[0. 0. 0. ... 0. 0. 0.],math.AP
1426,1426,[1. 0. 0. ... 0. 0. 0.],cond-mat.mes-hall
1427,1427,[1. 0. 0. ... 0. 0. 0.],cond-mat.mtrl-sci
1428,1428,[0. 0. 0. ... 0. 0. 0.],hep-th
1429,1429,[0. 0. 0. ... 0. 0. 0.],hep-th
1430,1430,[0. 0. 0. ... 0. 0. 0.],hep-th
1431,1431,[0. 0. 0. ... 0. 0. 0.],physics.optics
1432,1432,[0. 0. 0. ... 0. 0. 0.],astro-ph.CO
1433,1433,[0. 0. 0. ... 0. 0. 0.],astro-ph.CO
1434,1434,[0. 0. 0. ... 0. 0. 0.],math.AP
1435,1435,[0. 0. 0. ... 0. 0. 0.],math.CO
1436,1436,[0. 0. 0. ... 0. 0. 0.],astro-ph
1437,1437,[0. 0. 0. ... 0. 0. 0.],cond-mat.mtrl-sci
1438,1438,[0. 0. 0. ... 0. 0. 0.],physics.optics
1439,1439,[0. 0. 0. ... 0. 0. 0.],quant-ph
1440,1440,[0. 0. 0. ... 0. 0. 0.],hep-ph
1441,1441,[1. 0. 1. ... 0. 0. 0.],astro-ph.SR
1442,1442,[0. 0. 0. ... 0. 0. 0.],hep-ph
1443,1443,[0. 0. 0. ... 0. 0. 0.],physics.optics
1444,1444,[0. 0. 0. ... 0. 0. 0.],math.AP
1445,1445,[0. 0. 0. ... 0. 0. 0.],astro-ph
1446,1446,[0. 0. 0. ... 0. 0. 0.],stat.ML
1447,1447,[0. 0. 0. ... 0. 0. 0.],gr-qc
1448,1448,[0. 0. 0. ... 0. 0. 0.],cs.LG
1449,1449,[0. 0. 0. ... 0. 0. 0.],gr-qc
1450,1450,[0. 0. 0. ... 0. 0. 0.],math.CO
1451,1451,[1. 0. 0. ... 0. 0. 0.],hep-th
1452,1452,[0. 0. 0. ... 0. 0. 0.],cond-mat.mtrl-sci
1453,1453,[0. 0. 0. ... 0. 0. 0.],stat.ML
1454,1454,[0. 0. 0. ... 0. 0. 0.],cond-mat.mtrl-sci
1455,1455,[1. 0. 1. ... 0. 0. 0.],astro-ph.SR
1456,1456,[0. 0. 0. ... 0. 0. 0.],physics.optics
1457,1457,[0. 0. 0. ... 0. 0. 0.],hep-ph
1458,1458,[0. 0. 0. ... 0. 0. 0.],cond-mat.mtrl-sci
1459,1459,[0. 0. 0. ... 0. 0. 0.],astro-ph.CO
1460,1460,[0. 0. 0. ... 0. 0. 0.],cs.LG
1461,1461,[0. 0. 0. ... 0. 0. 0.],astro-ph
1462,1462,[0. 0. 0. ... 0. 0. 0.],stat.ML
1463,1463,[1. 0. 0. ... 0. 0. 0.],math.AP
1464,1464,[0. 0. 0. ... 0. 0. 0.],hep-ph
1465,1465,[0. 0. 0. ... 0. 0. 0.],physics.optics
1466,1466,[0. 0. 0. ... 0. 0. 0.],physics.optics
1467,1467,[0. 0. 1. ... 0. 0. 0.],astro-ph.SR
1468,1468,[0. 0. 0. ... 0. 0. 0.],gr-qc
1469,1469,[0. 0. 0. ... 0. 0. 0.],math.CO
1470,1470,[0. 0. 0. ... 0. 0. 0.],cond-mat.mtrl-sci
1471,1471,[0. 0. 1. ... 0. 0. 0.],astro-ph
1472,1472,[1. 0. 0. ... 0. 0. 0.],hep-ph
1473,1473,[0. 0. 0. ... 0. 0. 0.],cond-mat.mes-hall
1474,1474,[0. 0. 0. ... 0. 0. 0.],cond-mat.mes-hall
1475,1475,[0. 0. 0. ... 0. 0. 0.],quant-ph
1476,1476,[0. 0. 0. ... 0. 0. 0.],astro-ph.SR
1477,1477,[0. 0. 0. ... 0. 0. 0.],quant-ph
1478,1478,[0. 0. 0. ... 0. 0. 0.],gr-qc
1479,1479,[0. 0. 0. ... 0. 0. 0.],astro-ph
1480,1480,[0. 0. 0. ... 0. 0. 0.],quant-ph
1481,1481,[0. 0. 0. ... 0. 0. 0.],astro-ph.GA
1482,1482,[0. 0. 0. ... 0. 0. 0.],math.AP
1483,1483,[1. 0. 0. ... 0. 0. 0.],astro-ph.GA
1484,1484,[1. 0. 0. ... 0. 0. 0.],hep-th
1485,1485,[1. 0. 0. ... 0. 0. 0.],cond-mat.mes-hall
1486,1486,[1. 0. 0. ... 0. 0. 0.],gr-qc
1487,1487,[0. 0. 0. ... 0. 0. 0.],gr-qc
1488,1488,[0. 0. 0. ... 0. 0. 0.],astro-ph.GA
1489,1489,[0. 0. 0. ... 0. 0. 0.],physics.optics
1490,1490,[0. 0. 0. ... 0. 0. 0.],stat.ML
1491,1491,[0. 0. 0. ... 0. 0. 0.],astro-ph.GA
1492,1492,[0. 0. 0. ... 0. 0. 0.],physics.optics
1493,1493,[0. 0. 0. ... 0. 0. 0.],astro-ph.CO
1494,1494,[0. 0. 0. ... 0. 0. 0.],physics.optics
1495,1495,[1. 0. 0. ... 0. 0. 0.],astro-ph
1496,1496,[0. 0. 0. ... 0. 0. 0.],astro-ph
1497,1497,[0. 0. 0. ... 0. 0. 0.],quant-ph
1498,1498,[0. 0. 0. ... 0. 0. 0.],cond-mat.mtrl-sci
1499,1499,[0. 0. 0. ... 0. 0. 0.],math.CO
1500,1500,[0. 0. 0. ... 0. 0. 0.],stat.ML
1501,1501,[0. 0. 0. ... 0. 0. 0.],astro-ph
1502,1502,[0. 0. 1. ... 0. 0. 0.],astro-ph.SR
1503,1503,[0. 0. 0. ... 0. 0. 0.],cond-mat.mtrl-sci
1504,1504,[0. 0. 0. ... 0. 0. 0.],math.CO
1505,1505,[0. 0. 0. ... 0. 0. 0.],cs.LG
1506,1506,[1. 0. 0. ... 0. 0. 0.],astro-ph
1507,1507,[0. 0. 0. ... 0. 0. 0.],physics.optics
1508,1508,[0. 0. 0. ... 0. 0. 0.],astro-ph.CO
1509,1509,[1. 0. 0. ... 0. 0. 0.],astro-ph
1510,1510,[0. 0. 1. ... 0. 0. 0.],astro-ph.SR
1511,1511,[0. 0. 0. ... 0. 0. 0.],astro-ph.SR
1512,1512,[0. 0. 0. ... 0. 0. 0.],hep-th
1513,1513,[1. 0. 0. ... 0. 0. 0.],astro-ph.SR
1514,1514,[0. 0. 1. ... 0. 0. 0.],astro-ph.SR
1515,1515,[0. 0. 0. ... 0. 0. 0.],math.CO
1516,1516,[0. 0. 0. ... 0. 0. 0.],cs.LG
1517,1517,[0. 0. 0. ... 0. 0. 0.],stat.ML
1518,1518,[0. 0. 0. ... 0. 0. 0.],physics.optics
1519,1519,[0. 0. 0. ... 0. 0. 0.],cs.LG
1520,1520,[0. 0. 0. ... 0. 0. 0.],astro-ph.CO
1521,1521,[0. 0. 0. ... 0. 0. 0.],astro-ph.SR
1522,1522,[0. 0. 0. ... 0. 0. 0.],astro-ph.GA
1523,1523,[0. 0. 0. ... 0. 0. 0.],astro-ph.CO
1524,1524,[0. 0. 0. ... 0. 0. 0.],cond-mat.mtrl-sci
1525,1525,[0. 0. 0. ... 0. 0. 0.],quant-ph
1526,1526,[1. 0. 0. ... 0. 0. 0.],astro-ph
1527,1527,[0. 0. 0. ... 0. 0. 0.],physics.optics
1528,1528,[0. 0. 0. ... 0. 0. 0.],astro-ph.GA
1529,1529,[0. 0. 0. ... 0. 0. 0.],hep-th
1530,1530,[0. 0. 0. ... 0. 0. 0.],astro-ph.GA
1531,1531,[0. 0. 0. ... 0. 0. 0.],stat.ML
1532,1532,[0. 0. 0. ... 0. 0. 0.],stat.ML
1533,1533,[0. 0. 0. ... 0. 0. 0.],math.AP
1534,1534,[0. 0. 0. ... 0. 0. 0.],hep-ph
1535,1535,[0. 0. 0. ... 0. 0. 0.],stat.ML
1536,1536,[0. 0. 0. ... 0. 0. 0.],quant-ph
1537,1537,[0. 0. 0. ... 0. 0. 0.],cond-mat.mtrl-sci
1538,1538,[0. 0. 0. ... 0. 0. 0.],gr-qc
1539,1539,[1. 0. 0. ... 0. 0. 0.],math.AP
1540,1540,[0. 0. 0. ... 0. 0. 0.],cond-mat.mes-hall
1541,1541,[0. 0. 0. ... 0. 0. 0.],astro-ph.CO
1542,1542,[0. 0. 1. ... 0. 0. 0.],astro-ph.SR
1543,1543,[0. 0. 0. ... 0. 0. 0.],astro-ph
1544,1544,[0. 0. 0. ... 0. 0. 0.],stat.ML
1545,1545,[1. 0. 0. ... 0. 0. 0.],math.AP
1546,1546,[0. 0. 0. ... 0. 0. 0.],astro-ph
1547,1547,[1. 0. 0. ... 0. 0. 0.],quant-ph
1548,1548,[0. 0. 0. ... 0. 0. 0.],astro-ph.SR
1549,1549,[1. 0. 0. ... 0. 0. 0.],hep-th
1550,1550,[0. 0. 0. ... 0. 0. 0.],astro-ph.SR
1551,1551,[0. 0. 0. ... 0. 0. 0.],astro-ph
1552,1552,[0. 0. 0. ... 0. 0. 0.],astro-ph.GA
1553,1553,[0. 0. 0. ... 0. 0. 0.],stat.ML
1554,1554,[1. 0. 0. ... 0. 0. 0.],hep-ph
1555,1555,[0. 0. 0. ... 0. 0. 0.],astro-ph.SR
1556,1556,[0. 0. 0. ... 0. 0. 0.],astro-ph.SR
1557,1557,[0. 0. 0. ... 0. 0. 0.],astro-ph.GA
1558,1558,[0. 0. 0. ... 0. 0. 0.],astro-ph.GA
1559,1559,[0. 0. 0. ... 0. 0. 0.],physics.optics
1560,1560,[0. 0. 0. ... 0. 0. 0.],gr-qc
1561,1561,[0. 0. 0. ... 0. 0. 0.],cond-mat.mes-hall
1562,1562,[0. 0. 0. ... 0. 0. 0.],cond-mat.mes-hall
1563,1563,[0. 0. 0. ... 0. 0. 0.],quant-ph
1564,1564,[0. 0. 0. ... 0. 0. 0.],cs.LG
1565,1565,[0. 1. 0. ... 0. 0. 0.],astro-ph.CO
1566,1566,[0. 0. 0. ... 0. 0. 0.],physics.optics
1567,1567,[0. 0. 0. ... 0. 0. 0.],astro-ph.GA
1568,1568,[0. 0. 0. ... 0. 0. 0.],math.CO
1569,1569,[0. 0. 0. ... 0. 0. 0.],hep-ph
1570,1570,[0. 0. 0. ... 0. 0. 0.],astro-ph.CO
1571,1571,[0. 0. 0. ... 0. 0. 0.],math.AP
1572,1572,[0. 0. 0. ... 0. 0. 0.],hep-th
1573,1573,[0. 0. 0. ... 0. 0. 0.],gr-qc
1574,1574,[0. 0. 0. ... 0. 0. 0.],math.CO
1575,1575,[0. 0. 0. ... 0. 0. 0.],stat.ML
1576,1576,[0. 0. 0. ... 0. 0. 0.],physics.optics
1577,1577,[0. 0. 0. ... 0. 0. 0.],hep-th
1578,1578,[0. 0. 0. ... 0. 0. 0.],physics.optics
1579,1579,[0. 0. 0. ... 0. 0. 0.],hep-th
1580,1580,[0. 0. 0. ... 0. 0. 0.],math.AP
1581,1581,[0. 0. 0. ... 0. 0. 0.],quant-ph
1582,1582,[0. 0. 0. ... 0. 0. 0.],hep-th
1583,1583,[0. 0. 0. ... 0. 0. 0.],stat.ML
1584,1584,[1. 0. 0. ... 0. 0. 0.],astro-ph.CO
1585,1585,[0. 0. 0. ... 0. 0. 0.],math.CO
1586,1586,[0. 0. 0. ... 0. 0. 0.],hep-th
1587,1587,[1. 0. 0. ... 0. 0. 0.],cond-mat.mes-hall
1588,1588,[0. 0. 0. ... 0. 0. 0.],cond-mat.mes-hall
1589,1589,[0. 0. 0. ... 0. 0. 0.],math.AP
1590,1590,[0. 0. 0. ... 0. 0. 0.],math.AP
1591,1591,[0. 0. 0. ... 0. 0. 0.],astro-ph.GA
1592,1592,[0. 0. 0. ... 0. 0. 0.],physics.optics
1593,1593,[1. 0. 0. ... 0. 0. 0.],physics.optics
1594,1594,[0. 0. 1. ... 0. 0. 0.],astro-ph.SR
1595,1595,[0. 0. 0. ... 0. 0. 0.],cond-mat.mtrl-sci
1596,1596,[0. 0. 0. ... 0. 0. 0.],astro-ph
1597,1597,[0. 0. 0. ... 0. 0. 0.],cond-mat.mes-hall
1598,1598,[0. 0. 0. ... 0. 0. 0.],stat.ML
1599,1599,[0. 0. 0. ... 0. 0. 0.],quant-ph
1600,1600,[0. 0. 0. ... 0. 0. 0.],astro-ph.CO
1601,1601,[0. 0. 0. ... 0. 0. 0.],math.CO
1602,1602,[1. 0. 0. ... 0. 0. 0.],math.AP
1603,1603,[0. 0. 0. ... 0. 0. 0.],quant-ph
1604,1604,[0. 0. 0. ... 0. 0. 0.],quant-ph
1605,1605,[0. 0. 0. ... 0. 0. 0.],cs.LG
1606,1606,[0. 0. 0. ... 0. 0. 0.],hep-ph
1607,1607,[0. 0. 0. ... 0. 0. 0.],hep-ph
1608,1608,[0. 0. 0. ... 0. 0. 0.],hep-ph
1609,1609,[0. 0. 0. ... 0. 0. 0.],astro-ph
1610,1610,[0. 0. 0. ... 0. 0. 0.],astro-ph
1611,1611,[0. 0. 0. ... 0. 0. 0.],astro-ph.SR
1612,1612,[0. 0. 0. ... 0. 0. 0.],hep-ph
1613,1613,[0. 0. 0. ... 0. 0. 0.],quant-ph
1614,1614,[0. 0. 0. ... 0. 0. 0.],astro-ph.GA
1615,1615,[1. 0. 0. ... 0. 0. 0.],astro-ph.CO
1616,1616,[0. 0. 0. ... 0. 0. 0.],gr-qc
1617,1617,[0. 0. 0. ... 0. 0. 0.],gr-qc
1618,1618,[0. 0. 0. ... 0. 0. 0.],hep-ph
1619,1619,[0. 0. 0. ... 0. 0. 0.],astro-ph.SR
1620,1620,[0. 0. 0. ... 0. 0. 0.],cs.LG
1621,1621,[0. 0. 0. ... 0. 0. 0.],cond-mat.mes-hall
1622,1622,[0. 0. 0. ... 0. 0. 0.],gr-qc
1623,1623,[0. 0. 0. ... 0. 0. 0.],cond-mat.mtrl-sci
1624,1624,[1. 0. 0. ... 0. 0. 0.],physics.optics
1625,1625,[0. 0. 0. ... 0. 0. 0.],cond-mat.mes-hall
1626,1626,[0. 0. 0. ... 0. 0. 0.],math.CO
1627,1627,[0. 0. 0. ... 0. 0. 0.],quant-ph
1628,1628,[0. 0. 0. ... 0. 0. 0.],astro-ph
1629,1629,[1. 0. 1. ... 0. 0. 0.],astro-ph.SR
1630,1630,[0. 0. 0. ... 0. 0. 0.],astro-ph
1631,1631,[1. 0. 0. ... 0. 0. 0.],physics.optics
1632,1632,[0. 0. 0. ... 0. 0. 0.],quant-ph
1633,1633,[0. 0. 0. ... 0. 0. 0.],hep-th
1634,1634,[0. 0. 0. ... 0. 0. 0.],cond-mat.mes-hall
1635,1635,[1. 1. 1. ... 0. 0. 0.],astro-ph.SR
1636,1636,[0. 0. 0. ... 0. 0. 0.],math.AP
1637,1637,[0. 0. 0. ... 0. 0. 0.],physics.optics
1638,1638,[0. 0. 0. ... 0. 0. 0.],cond-mat.mtrl-sci
1639,1639,[0. 0. 0. ... 0. 0. 0.],stat.ML
1640,1640,[1. 0. 0. ... 0. 0. 0.],cond-mat.mtrl-sci
1641,1641,[0. 0. 0. ... 0. 0. 0.],stat.ML
1642,1642,[0. 0. 0. ... 0. 0. 0.],stat.ML
1643,1643,[0. 0. 0. ... 0. 0. 0.],quant-ph
1644,1644,[0. 0. 0. ... 0. 0. 0.],astro-ph
1645,1645,[0. 0. 0. ... 0. 0. 0.],hep-th
1646,1646,[1. 0. 0. ... 0. 0. 0.],hep-th
1647,1647,[0. 0. 0. ... 0. 0. 0.],astro-ph.CO
1648,1648,[0. 0. 0. ... 0. 0. 0.],astro-ph
1649,1649,[0. 0. 0. ... 0. 0. 0.],math.CO
1650,1650,[0. 0. 0. ... 0. 0. 0.],astro-ph.CO
1651,1651,[0. 0. 0. ... 0. 0. 0.],astro-ph.CO
1652,1652,[0. 0. 0. ... 0. 0. 0.],hep-ph
1653,1653,[0. 0. 0. ... 0. 0. 0.],math.AP
1654,1654,[0. 0. 0. ... 0. 0. 0.],physics.optics
1655,1655,[0. 0. 0. ... 0. 0. 0.],math.AP
1656,1656,[0. 0. 0. ... 0. 0. 0.],physics.optics
1657,1657,[0. 0. 0. ... 0. 0. 0.],math.CO
1658,1658,[0. 0. 0. ... 0. 0. 0.],cs.LG
1659,1659,[0. 0. 0. ... 0. 0. 0.],math.AP
1660,1660,[0. 0. 0. ... 0. 0. 0.],hep-th
1661,1661,[0. 0. 0. ... 0. 0. 0.],astro-ph
1662,1662,[0. 0. 0. ... 0. 0. 0.],stat.ML
1663,1663,[0. 0. 0. ... 0. 0. 0.],stat.ML
1664,1664,[0. 0. 0. ... 0. 0. 0.],stat.ML
1665,1665,[1. 0. 0. ... 0. 0. 0.],cond-mat.mes-hall
1666,1666,[1. 0. 0. ... 0. 0. 0.],cond-mat.mes-hall
1667,1667,[0. 0. 0. ... 0. 0. 0.],physics.optics
1668,1668,[0. 0. 0. ... 0. 0. 0.],math.AP
1669,1669,[0. 0. 0. ... 0. 0. 0.],gr-qc
1670,1670,[0. 0. 0. ... 0. 0. 0.],stat.ML
1671,1671,[0. 0. 0. ... 0. 0. 0.],cond-mat.mtrl-sci
1672,1672,[0. 0. 0. ... 0. 0. 0.],cond-mat.mtrl-sci
1673,1673,[1. 0. 0. ... 0. 0. 0.],hep-ph
1674,1674,[0. 0. 0. ... 0. 0. 0.],quant-ph
1675,1675,[0. 0. 0. ... 0. 0. 0.],astro-ph.CO
1676,1676,[0. 0. 0. ... 0. 0. 0.],hep-th
1677,1677,[0. 0. 0. ... 0. 0. 0.],physics.optics
