,Id,Abstract,Category
483,483,conjecturally almost graphs determined spectra problem also studied variants spectra laplacian signless laplacian consider problem determining graphs ihara bartholdi zeta functions also computable polynomial time zeta functions geometrically motivated viewed certain generalizations characteristic polynomials discussing graph properties determined zeta functions show large classes cospectral graphs distinguished zeta functions enumerate graphs distinguished zeta functions le vertices leads us conjecture almost graphs determined spectrum determined zeta functions along way make observations usual types spectra disprove conjecture setyadi storm ihara zeta functions determining degree sequences ,math.CO
484,484,phase coexistence phenomena intensively studied strongly correlated materials several ordered states simultaneously occur compete material properties critically depend external parameters boundary conditions tiny changes result qualitatively different ground states however date phase coexistence phenomena exclusively reported complex compounds composed multiple elements show charge magnetically ordered states coexist double layer fe rh scanning tunneling microscopy spectroscopy measurements reveal periodic charge order stripes temperature k close liquid helium temperature superimposed ferromagnetic domains observed spin polarized scanning tunneling microscopy temperature dependent measurements reveal pronounced cross talk charge spin order ferromagnetic ordering temperature k successfully modeled within effective landau theory including sixth order terms results show subtle balance structural modifications lead competing ordering phenomena ,cond-mat.mtrl-sci
485,485,exclusive production pairs vector mesons j pc e e collisions proceed e e annihilation two virtual photons energies much greater meson masses cross section dominated independent fragmentation virtual photons vector mesons fragmentation approximation used calculate cross sections angular distributions pairs vector mesons produced b factories predicted cross sections rho rho rho phi production agree recent measurements babar collaboration production two charmonium vector mesons nonfragmentation corrections cross sections calculated using nrqcd factorization formalism predicted cross sections j psi j psi j psi psi production compatible upper limits set belle collaboration ,hep-ph
486,486,marine ecosystem models developed understand simulate biogeochemical processes involved marine ecosystems parekh follows boyle introduced po dop fe model coupled phosphorus iron cycles especially part describing phosphorus cycle po dop model often applied context parameter identification mathematical analysis presented study concerned existence solutions reconstruction parameters given data important questions numerical model assessment validation answered far study obtain transient stationary periodic solutions steady annual cycles po dop fe model equations slight change equation modeling iron result confirms validity solutions computed numerically furthermore present calculation showing four po dop model parameters possibly dependent e different parameter values might associated model output thereby identify relevant source uncertainty parameter identification basis results possible ways overcome deficit proposed addition stated mathematical conditions solvability universal thus applicable analysis ecosystem models well ,math.AP
487,487,short contribution review quantization u n spinning particles complex target spaces producing equations higher spin fields complex backgrounds focus first flat complex space subsequently discuss extend model suitable kaehler manifolds final section specialize p q forms arbitrary kaehler spaces present one loop effective actions well issues related hodge duality ,hep-th
488,488,analyze tevatron data bottomonium hadroproduction framework colour octet model com implemented event generator pythia using cteql pdf taking account initial state radiation gluons altarelli parisi evolution final state gluons obtain new values colour octet matrix elements relevant production process upsilon ns family n finding p j contributions needed fit show different contributions upsilon production tevatron p gev comparing cdf data finally extrapolate lhc energies predict upsilon ns production rates ,hep-ph
489,489,introduce notion duality due brylawski generalizes matroid duality arbitrary rank functions generalized duality allows generalized operations deletion contraction generalized polynomial based matroid tutte polynomial polynomial satisfies deletion contraction recursion explore notion duality greedoids antimatroids demi matroids proving matroids correspond precisely objects simultaneously greedoids dual greedoids ,math.CO
490,490,charged compact star models determined anisotropic fluid distribution solved einstein maxwell field equations construct charged compact star models using radial pressure metric function e lambda electric charge function generic charged anisotropic solution verified exploring different physical conditions like causality condition mass radius relation stability solution via adiabatic index tov equations herrera cracking concept observed present charged anisotropic compact star compatible star psr however also presented eos rho f p present charged compact star model ,gr-qc
491,491,nuclear magnetic resonance gyroscopes detect rotation shift precession frequency nuclear spins attracted lot attentions feedback generated drive precession frequency supposed dependent angular momentum applied magnetic field however nuclei spins larger experience electric quadrupole interaction electric field gradients cell walls quadrupole interaction shifts precession frequencies nuclear spins brings inaccuracy rotation measurement quadrupole interaction constant c q difficult precisely measure work effects quadrupole interaction nuclear magnetic resonance gyroscopes theoretically studied find constant c q small compared characteristic decay rate system strength feedback driving field increases quadrupole shift monotonically decreases regardless sign c q large c q regime one precession frequency exists nuclear spins may precess single frequency multi frequencies depending initial conditions regime large driving amplitudes nuclear spin restore single frequency precession results obtained solving effective master equation nuclear spins rotating frame steady state solutions dynamics system shown ,quant-ph
492,492,k tuple total dominating set k tds graph g set vertices every vertex g adjacent least k vertices minimum size k tds denoted gamma times k g give vizing like inequality cartesian product graphs namely gamma times k g gamma times k h leq k gamma times k g box h provided gamma times k g leq k rho g rho packing number also give bounds gamma times k g box h terms open packing numbers consider extremal case gamma times k k n box k e rook graph giving constructive proof general formula gamma times k n box k ,math.CO
493,493,frictional properties individual multiwalled boron nitride nanotubes bn nts synthesized chemical vapor deposition cvd deposited silicon substrate investigated using atomic force microscope tip sliding along longitudinal sliding across transverse sliding tube principal axis tube transverse deformations tip sliding larger friction coefficient found transverse sliding compared longitudinal sliding show friction anisotropy bn nts defined ratio transverse longitudinal friction forces per unit area increases nanotube substrate contact area larger contact area denotes stronger surface adhesion resulting longitudinal friction coefficient closer value expected absence transverse deformations compared carbon nanotubes c nt bn nts display friction coefficient sliding direction intermediate values cvd arc discharge c nts cvd bn nts improved tribological properties higher oxidation temperature might better candidate cvd c nts applications extreme environments ,cond-mat.mtrl-sci
494,494,propose effective scheme generation intense coherent extreme ultraviolet light beams carrying orbital angular momentum oam light produced high gain harmonic generation free electron laser fel seeded using laser pulse transverse staircase like phase pattern amplification diffraction mode selection drive radiation profile towards dominant oam mode saturation seed laser nm gigawatt power levels obtained wavelengths approaching soft x rays compared proposed schemes generate oam fels approach robust easier implement integrated already existing fel facilities without extensive modifications machine layout ,physics.optics
495,495,poisson brackets gravitational field null infinity play pivotal role establishing equivalence ward identities involving bms charges soft graviton theorem recent literature noticed order reproduce action bms transformations via poisson brackets one needs add ad hoc boundary terms symplectic form note show introducing suitable splitting gravitational field bulk boundary degrees freedom using techniques covariant phase space formalism possible obtain correct poisson brackets boundary fields without additional assumption poisson brackets used show bms charges canonically generate bms transformations gravitational phase space ,gr-qc
496,496,three dimensional navier stokes alpha model fast rotating geophysical fluids considered navier stokes alpha model nonlinear dispersive regularization exact navier stokes equations obtained lagrangian averaging tend navier stokes equations alpha rightarrow estimate upper bounds dimensions global attractors study dependence dimensions parameter alpha estimates uniform alpha estimate attractor dimensions remain finite alpha rightarrow ,math.AP
497,497,number spectroscopically classified cp stars southern sky delta degrees extracted michigan catalogue vols iv sample compared classification bidelman mc connell confirmed spectral classification known photometric peculiarity indices geneva system filter delta system maitzen stars show discordance respective types michigan bidelman catalogues several objects measured ccd delta system spring eight stars peculiar delta furthermore investigated galactic distribution programme stars conclude distribution resembles one early type stars hotter silicon stars concentrated towards galactic plane cooler strontium objects ,astro-ph
498,498,study quantization qcd string helix structure put context decades long discussion opposing probabilistic deterministic interpretations quantum theory recent evolution string fragmentation model large extent driven confirmed empirical evidence towards deterministic point view recounted notion causality paves way study mass spectrum also resolves long standing ambiguity nature called bose einstein correlations two directions development model outlined elimination soft collinear divergencies relation topological properties qcd string emergence new particle types quantum numbers ,hep-ph
499,499,present new dynamical models dwarf spheroidal galaxies dsphs stellar component dark halo described analytic distribution functions depend action integrals general form distribution functions represent axisymmetric possibly rotating stellar systems first application model fornax dsph limiting simplicity non rotating spherical case models compared state art spectroscopic photometric observations fornax exploiting knowledge line sight velocity distribution models accounting foreground contamination milky way model best fits structural kinematic properties fornax cored dark halo core size r rm c simeq kpc dark luminous mass ratio rm dm star r rm eff simeq within effective radius r rm eff simeq kpc rm dm star rm kpc simeq within kpc stellar velocity distribution isotropic almost full radial range covered spectroscopic data slightly radially anisotropic outskirts stellar distribution dark matter annihilation j factor decay factor respectively log j simeq log simeq integration angle theta circ cored halo model fornax preferred high statistical significance models navarro frenk white dark halo simple mass follows light models ,astro-ph.GA
500,500,previous formulations transformation optics generally restricted transformations relatively simple initial media vacuum limitations due non covariance show completely covariant approach enables arbitrary transformations arbitrarily complex initial linear dielectrics ,physics.optics
501,501,work present analytic formulas calculating critical buckling states plastic axial columns constant cross sections associated critical buckling loads calculated euler type analytic formulas associated deformed shapes presented terms generalized trigonometric functions plasticity material defined hollomon power law equation extension euler critical buckling loads perfect elastic columns perfect plastic columns particular critical loads perfect straight plastic columns circular rectangular cross sections calculated list commonly used metals connections comparisons classical result euler engesser reduced modulus loads also presented ,cond-mat.mtrl-sci
502,502,let g connected graph maximum degree delta ge investigate upper bound chromatic number chi gamma g power graph g gamma proved chi gamma g le delta frac delta gamma delta equality g moore graph g moore graph g holds one following conditions g non regular girth g g le gamma g g ge gamma connectivity kappa g ge gamma ge kappa g ge g g gamma delta sufficiently large given number depending gamma chi gamma g le means spectral radius lambda g adjacency matrix g shown chi g le lambda g equality holds g star moore graph diameter girth chi gamma g lambda g gamma gamma ge ,math.CO
503,503,describe classical solutions minkowski space equations motion su gauge theory coupled higgs field spatial spherical ansatz show reduce equations four equations four gauge invariant degrees freedom correspond massive gauge bosons higgs particle solutions typically dissipate early late times describe solutions early late times linearize decouple equations motion working gauge invariant variables express change higgs winding solution terms gauge invariant variables ,hep-ph
504,504,aims first minutes newborn neutron star life hall effect differential rotation may important demonstrate two ingredients sufficient generating shear hall instability studying excitation conditions growth rates characteristic magnetic field patterns methods numerically solve induction equation spherical shell kinematically prescribed differential rotation profile omega cylindrical radius hall term linearized imposed uniform axial field linear stability individual azimuthal modes axisymmetric non axisymmetric investigated results shear hall instability occur axial field must parallel rotation axis omega decreases outward whereas omega increases outward must anti parallel instability draws energy differential rotation occurs short rotational timescale rather much longer hall timescale operates efficiently hall time comparable diffusion time depending precise field strengths b either axisymmetric non axisymmetric modes may unstable conclusions even differential rotation newborn neutron stars quenched within minutes shear hall instability may nevertheless amplify seed magnetic fields many orders magnitude ,astro-ph.SR
505,505,year old newtonian problem first studied euler turns share lot similarities extreme astrophysical relativistic object kerr black hole although framework behind two fields completely different problems related gravitational fields quite intriguing analogies respect orbital motions test body fundamental reason responsible extraordinary similarity integrability problems well common multipolar structure paper demonstrate existence multitude either qualitative sometimes quantitative similarities two problems based analogy one use newtonian problem get insight cases relativistic treatment field kerr black hole becomes quite complicated ,gr-qc
506,506,magnetic excitations ferromagnetic systems noncollinear ground state magnetization experience fictitious magnetic field due equilibrium magnetic texture investigate fictitious fields lead thermal hall effects two dimensional insulating magnets magnetic texture caused spin orbit interaction besides well known geometric texture contribution fictitious magnetic field systems exists also equally important contribution due original spin orbit term free energy consider different possible ground states phase diagram two dimensional ferromagnet spin orbit interaction spiral state skyrmion lattice find thermal hall effects occur certain domain walls well skyrmion lattice ,cond-mat.mes-hall
507,507,study measured magnetoresistance response inverted hgte quantum wells presence large parallel magnetic field applied show quantum wells inverted band structure monotonically decreasing magnetoresistance observed magnetic field order applied parallel quantum well plane feature accompanied vanishing non locality consistent predicted modification energy spectrum becomes gapless critical plane field b c magnetic fields excess b c allow us investigate evolution magnetoresistance field induced semi metallic region beyond known regime initial saturation phase presumably gapless phase observe strong upturn longitudinal resistance small residual hall signal picked non local measurements suggests feature likely bulk phenomenon caused semi metallicity sample theoretical calculations indeed support origin features classical power law upturn resistance expected due specifics two carrier transport thin semi metallic samples subjected large magnetic fields ,cond-mat.mes-hall
508,508,problem interaction precessing mildly relativistic radio jets ss ambient medium often invoked interpretations jets behaviour dynamical interaction responsible disagreements kinematic model observations jets estimate relative ram pressure jet impinging matter used profile along radio jets brightness synchrotron radiation estimated magnitude possible deceleration twisting jets compare model locus jets observations magnitude enough big observed addresses applicability kinematic model based mostly optical observations radio jets problem kinematic distance object particular ,astro-ph.SR
509,509,quadratic response theory shown provide conceptually simple accurate approximation self consistent one electron potential semiconductor nanostructures numerical examples presented gaas alas ingaas inp superlattices using local density approximation density functional theory norm conserving pseudopotentials without spin orbit coupling reference crystal chosen virtual crystal average two bulk constituents absolute error quadratic response potential gamma valence electrons mev gaas alas mev ingaas inp low order multipole expansions electron density potential response shown accurate throughout small neighborhood reciprocal lattice vector thus providing simplification confirmed valid slowly varying envelope functions although linear response order magnitude larger quadratic response quadratic terms important quantitatively accuracy better tens mev desired qualitatively due different symmetry long range dipole effects ,cond-mat.mtrl-sci
510,510,study bandit problem arms associated stationary phi mixing processes rewards therefore dependent question arises setting recovering independence ignoring value rewards shall see bandit problem tackle requires us address exploration exploitation independence trade provide ucb strategy together general regret analysis case size independence blocks ignored rewards fixed go step beyond providing algorithm able compute size independence blocks data finally give analysis bandit problem restless case e situation time counters mixing processes simultaneously evolve ,cs.LG
511,511,use millennium simulation series investigate mass redshift dependence concentration equilibrium cold dark matter cdm halos extend earlier work relation halo mass profiles assembly histories show latter may used predict concentrations halos masses redshift results clarify link concentration collapse redshift halo well concentration depends mass redshift solely dimensionless peak height mass parameter nu z delta rm crit z sigma z combine results analytic mass accretion histories extrapolate c z relations mass regimes difficult reach direct simulation model predicts given z c deviate systematically simple power law high masses concentrations approach constant value low masses concentrations substantially lower expected extrapolating published empirical fits correction may reduce expected self annihilation boost factor substructure one order magnitude model also reproduces c z dependence cosmological parameters reported earlier work thus provides simple robust account relation cosmology mass concentration redshift relation cdm halos ,astro-ph.CO
512,512,compare theoretically tripartite entanglement available use three concurrent chi nonlinearities three independent squeezed states mixed beamsplitters using van loock furusawa inequalities also define three mode generalisations einstein podolsky rosen paradox alternative demonstrating inseparability density matrix ,quant-ph
513,513,derive effectively three dimensional relativistic spin precession formalism formalism applicable spacetime arbitrary timelike reference congruence worldlines specified employ call stopped spin vector spin vector get momentarily make pure boost spin vector stop relative congruence starting fermi transport equation standard spin vector derive corresponding transport equation stopped spin vector employing spacetime transport equation vector along worldline corresponding spatial parallel transport respect congruence write precession formula gyroscope relative local spatial geometry defined congruence general approach already pursued jantzen et al see e g jantzen carini bini ann phys algebraic form respective expressions differ also applying formalism novel type spatial parallel transport introduced jonsson class quantum grav well verifying validity intuitive approach forthcoming paper jonsson journ phys gyroscope precession explained entirely double thomas type effect also present resulting formalism explicit three dimensional form using boldface vector notation give examples applications ,gr-qc
514,514,propose renormalizable model fermionic dark matter introducing gauge singlet dirac fermion real singlet scalar bridges singlet sector standard model sector singlet scalar interaction terms standard model higgs field singlet fermion couples standard model particles mixing standard model higgs singlet scalar naturally weakly interacting massive particle wimp measured relic abundance explained singlet fermionic dark matter wimp within model collider implication singlet fermionic dark matter also discussed predicted elastic scattering cross section singlet fermion target nuclei direct detection dark matter search direct detection dark matter provides severe constraints parameters model ,hep-ph
515,515,point defect species concentrations metastable fe c alloys determined using density functional theory constrained free energy functional carbon interstitials dominate unless iron vacancies significant excess whereas excess carbon causes greatly enhances vacancy concentration predictions amenable experimental verification provide baseline rationalizing complex microstructures known hardened tempered steels extension technological materials created subjected extreme environments ,cond-mat.mtrl-sci
516,516,exceptional points eps correspond degeneracies open systems attracting much interest optics optoelectronics plasmonics condensed matter physics classical semiclassical approaches hamiltonian eps heps usually defined degeneracies non hermitian hamiltonians least two eigenfrequencies identical corresponding eigenstates coalesce heps result continuous mostly slow nonunitary evolution without quantum jumps clearly quantum jumps included fully quantum approach make equivalent e g lindblad master equation approach thus suggest define eps via degeneracies liouvillian superoperator including full lindbladian term leps clarify relations heps leps prove two main theorems theorem proves quantum limit leps heps must essentially different properties theorem dictates condition semiclassical limit leps heps recover properties particular show validity theorem studying systems lep heps leps heps shifted parameters theorem show two types eps become essentially equivalent semiclassical limit introduce series mathematical techniques unveil analogies differences heps leps analytically compare leps heps quantum semiclassical prototype models loss gain ,quant-ph
517,517,recent efforts combining deep models probabilistic graphical models promising providing flexible models also easy interpret propose variational message passing algorithm variational inference models make three contributions first propose structured inference networks incorporate structure graphical model inference network variational auto encoders vae second establish conditions inference networks enable fast amortized inference similar vae finally derive variational message passing algorithm perform efficient natural gradient inference retaining efficiency amortized inference simultaneously enabling structured amortized natural gradient inference deep structured models method simplifies generalizes existing methods ,stat.ML
518,518,novel u topological gauge field theory topological defects liquid crystals constructed considering u gauge field invariant director inversion via u gauge potential decomposition theory phi mapping topological current theory decomposition expression u gauge field unified topological current monopoles strings liquid crystals obtained revealed monopoles strings located different spatial dimensions topological charges winding numbers phi mapping ,hep-th
519,519,paper contains two results l p regularity problem lipschitz domains second order elliptic systems p infty prove solvability l p regularity problem equivalent l p prime dirichlet problem higher order elliptic equations systems show p solvability l p regularity problem equivalent weak reverse h older condition exponent p ,math.AP
520,520,paper study local well posedness navier stokes linebreak equations arbitrary initial data homogeneous sobolev spaces dot h p mathbb r geq p frac rm frac p leq frac p obtained result improves known ones p cannone meyer case critical indexes frac p prove global well posedness navier stokes equations norm initial value small enough result generalization one cannone p ,math.AP
521,521,many areas machine learning becomes necessary find eigenvector decompositions large matrices discuss two methods reducing computational burden spectral decompositions venerable nystom extension newly introduced algorithm based random projections previous work centered ability reconstruct original matrix argue interesting relevant comparison relative performance clustering classification tasks using approximate eigenvectors features demonstrate performance task specific depends rank approximation ,stat.ML
522,522,let h denote tensor product n finite dimensional hilbert spaces h r state phi h separable phi tensor product states respective product spaces orthogonal unextendible product basis finite set b separable orthonormal states phi k non empty space bperp set vectors orthogonal b contains separable projection examples orthogonal upb sets first constructed bennett et al examples appear example f denotes set convex combinations projections phi k phi k f face set separable densities note show use f construct families positive partial transform states ppt separable also show make analogous construction condition orthogonality dropped analysis motivated geometry faces separable states leads natural construction entanglement witnesses separating inseparable ppt states ,quant-ph
523,523,previous schemes nonadiabatic holonomic quantum computation focused mainly realizing universal set elementary gates multiqubit controlled gates built decomposing series universal gates article propose approach realizing nonadiabatic holonomic multiqubit controlled gates n qubit controlled boldsymbol mathrm n cdot mathrm sigma gate realized n basic operations instead decomposing universal gates whereas n qubit controlled arbitrary rotation gate obtained combining two controlled boldsymbol mathrm n cdot mathrm sigma gates scheme greatly reduces operations nonadiabatic holonomic quantum computation ,quant-ph
524,524,collected existing data distances radial velocities galaxies around local void aquila hercules examine peculiar velocity field induced underdensity sample galaxies distances measured tip red giant branch cepheid luminosity snia luminosity surface brightness fluctuation method tully fisher relation used purpose amplitude outflow found km galaxies located within void produce mean intra void number density mean external number density galaxies void population lower luminosity later morphological type medians b sdm respectively ,astro-ph.CO
525,525,study new signature lepton flavor violation lfv photon collider pc within supersymmetric susy theories consider minimal supersymmetric standard model within large tan beta scenario superpartner masses cal tev heavy higgs bosons masses lie tev develop sizable loop induced lfv couplings leptons consider photon collider based e e linear collider sqrt gev parameters tesla proposal show expected integrated gamma gamma luminosity l gamma gamma div fb mu tau fusion mechanism dominant channel process gaga mu tau b bar b providing detailed analytical numerical studies signal backgrounds impose parameter space present direct indirect constraints b physics rare lfv tau decays find lfv signal probed masses heavy neutral higgs bosons h gev kinematical limit simeq gev leq tan beta leq ,hep-ph
526,526,purpose book explain quantum bayesianism qbism people without easy access mathematical formulas equations qbism interpretation quantum mechanics meddle technical aspects theory reinterprets fundamental terms theory gives new meaning important motivation qbism enthusiastically stated book cover qbism provides way past quantum theory paradoxes puzzles much weirdness associated quantum theory dissolves lens qbism non technical book almost fits pocket really succeed resolving notorious paradoxes quantum theory believe answer case three primary reasons firstly argument qbism solves quantum paradoxes convincing secondly proves difficult pin exactly qbism says thirdly scientific theory qbism seems explanatorily inert maybe topic scientific explanation broached sections discuss problems turn however still wealth insights make book worthwhile read shall begin ,quant-ph
527,527,test darkexp model relaxed self gravitating collisionless systems equilibrium dark matter halos millennium ii simulation limited tests darkexp simulations observations carried elsewhere first time testing done large sample simulated halos spanning factor mass using independent fits density energy distributions show darkexp one shape parameter family provides good fits shapes density profiles rho r differential energy distributions n e individual simulated halos best fit shape parameter phi obtained two types fits correlated though scatter important conclusions come rho r n e averaged many halos show bulk deviations darkexp individual millennium ii halos come halo halo fluctuations likely driven substructure density perturbations average rho r n e quite smooth follow darkexp closely deviation remains averaging small located bound energies n e smallest radii rho r since deviation confined smoothing lengths larger low mass halos likely due numerical resolution effects ,astro-ph.CO
528,528,conventional wisdom deep learning states increasing depth improves expressiveness complicates optimization paper suggests sometimes increasing depth speed optimization effect depth optimization decoupled expressiveness focusing settings additional layers amount overparameterization linear neural networks well studied model theoretical analysis well experiments show depth acts preconditioner may accelerate convergence even simple convex problems linear regression ell p loss p gradient descent benefit transitioning non convex overparameterized objective common acceleration schemes also prove mathematically impossible obtain acceleration effect overparametrization via gradients regularizer ,cs.LG
529,529,test primordial power spectra predicted double inflationary model break amplitude delta scale pi k approx hm cdm dominant matter content perform pm simulations particles grid broken scale invariance power spectra explains extra power observed large scale matter distribution cobe normalized spectra linear biasing b approx shown reproduce reconstructed power spectra cfa catalog identifying galactic halos overdensity approximately two times cell variance fit angular correlation function using limber equation creating apm like angular projection observed luminosity function finally higher order moments galaxy distribution shown fit reasonably well observed values ,astro-ph
530,530,present double precision routine fortran precise fast numerical evaluation two master integrals mis equal mass two loop sunrise graph arbitrary momentum transfer dimensions routine implements accelerated power series expansions obtained solving corresponding differential equations mis singular points maximum terms worst case expansion relative precision better part achieved arbitrary real values momentum transfer ,hep-ph
531,531,extend blmssm add exotic higgs superfields phi nl varphi nl make exotic lepton heavy also introduce superfields prime couplings lepton exotic lepton tree level obtained model called eblmssm difference blmssm especially exotic slepton lepton exotic sneutrino neutrino deduce mass matrices needed couplings model confine parameter space higgs boson mass h processes h rightarrow gamma gamma h rightarrow vv v z w studied eblmssm assumed parameter space obtain reasonable numerical results according data higgs atlas cms cold dark mater candidate relic density lightest mass eigenstate mixing also studied ,hep-ph
532,532,number frequencies factors length n recurrent aperiodic infinite word exceed delta c n delta c n first difference factor complexity shown boshernitzan pelantov together author derived better upper bound infinite words whose language closed reversal paper diminish upper bound uniformly recurrent infinite words whose language invariant elements finite group symmetries prove optimality obtained upper bound ,math.CO
533,533,point large class supersymmetric left right models automatic r parity conservation pair light doubly charged higgs bosons higgsinos requiring mass particles satisfy lep z width bound implies w r mass must gev ,hep-ph
534,534,one hallmarks quantum theory realization distinct measurements cannot general performed simultaneously stark contrast classical physics context notions coexistence joint measurability employed analyze possibility measuring together two general quantum observables characterizing different degrees compatibility measurements known two jointly measurable observables always coexistent converse holds various classes observables including case observables two outcomes resolve negative open question whether equivalence holds general resolution strengthens notions coexistence joint measurability showing robust small imperfections measurement setups ,quant-ph
535,535,paper examine problems phasing using light curves offer alternate technique using changes acceleration establish zero point give astrophysical justification technique useful apply technique selection type ii cepheids examine limitations technique qualify use ,astro-ph
536,536,filamentary structures ubiquitous interstellar medium yet formation internal structure longevity studied detail report results comprehensive numerical study investigates characteristics formation evolution filaments arising magnetohydrodynamic interactions supersonic winds dense clouds improve previous simulations utilising sharper density contrasts higher numerical resolutions following multiple density tracers find material envelopes clouds removed deposited downstream form filamentary tails cores clouds serve footpoints late stage outer layers tails aspect ratios subsonic velocity dispersions wind sound speed magnetic field amplifications found characteristic filaments also report effects different magnetic field strengths orientations magnetic field strength regulates vorticity production sinuous filamentary towers arise non magnetic environments strong magnetic fields inhibit small scale perturbations boundary layers making tails less turbulent magnetic field components aligned direction flow favour formation pressure confined flux ropes inside tails whilst transverse components tend form current sheets softening equation state nearly isothermal leads suppression dynamical instabilities collimation tail towards final stages evolution find small cloudlets distorted filaments survive break clouds become entrained winds reaching velocities wind speed ,astro-ph.GA
537,537,performed ab initio study thermodynamical properties rare earth magnesium intermetallic compounds mgre dy pr tb cscl type b type structures calculations carried density functional theory density functional perturbation theory combination quasiharmonic approximation phonon dispersion curves phonon total partial density states investigated results show contribution atoms dominant phonon frequency character agrees previous discussion using atomistic simulations temperature dependence various quantities thermal expansions bulk modulus heat capacity obtained electronic contributions specific heat discussed found important calculated mgre intermetallics ,cond-mat.mtrl-sci
538,538,investigate high mobility two dimensional electron gases algaas heterostructures employing schottky gate dependent measurements samples electron density mobility surprisingly find two different sample configurations set situ mobilities diering factor two wide range densities observation discussed view charge redistributions doping layers relevant design future gateable high mobility electron gases ,cond-mat.mes-hall
539,539,compile list independent measurements hubble parameter redshifts z use place constraints model parameters constant time evolving dark energy cosmologies h z measurements require currently accelerating cosmological expansion better sigma confidence mean standard deviation best fit model deceleration acceleration transition redshifts cosmological models hubble constant priors consider z rm da pm good agreement recent busca et al determination z rm da pm based h z measurements redshifts z almost entirely bao like data ,astro-ph.CO
540,540,establishing precisely stars interstellar medium distribute within central pc area around agn pc scale key understanding final transfer matter kpc scale sub parsec size accretion disc achieved using ao assisted sphere vlt near ir images h ks narrow band seyfert galaxy ngc analyse radial distribution brightness central r pc area pc scale median averaged radial profiles adjusted cusp power law plus central point source simple radiative transfer model used interpret data find fit profiles beyond pc done quite precisely ks cusp exponent plus central point source cusp exponent h difference h ks explained differential extinction provided distribution dust cuspy r however required stellar density follows r cusp much steeper cusp theoretically predicted mass cluster unreasonable even introducing segregation stellar population excess giant stars inward much acceptable solution found k profile dominated warm dust emission h profile corresponds stellar cusp ngc shown satisfy relationship half light radius cusp luminosity exponent suggests cusp remnant recent starbust identify central point like source hot dust internal wall putative torus derive intrinsic luminosity requires overall extinction ak value consistent predictions several models ,astro-ph.GA
541,541,low scale inflation many virtues claimed natural realisation supersymmetric standard model achieved rather easily letter demonstrated also case dynamics hidden sector responsible supersymmetry breakdown structure soft terms affects significantly fact often spoils inflationary dynamics also point issue cosmological constant cancellation post inflationary vacuum strongly affects supersymmetric inflation important note crucial difference freezing modulus actually stabilising first approach misses parts scalar potential turn relevant inflation argue likely low scale supersymmetric inflation occurs critical point origin field space inflection point away origin necessary fine tuning second case typically larger ,hep-th
542,542,models continuum radiation accreting hot plasmas typically assume plasma heating mechanism produces energetic particles distributed energy either maxwellian thermal models extended power law non thermal models reality however neither description probably accurate astrophysical contexts able observe actual particle energy distributions e g solar system plasmas many particle acceleration theories heating mechanism supplies fraction available energy energetic particles remainder goes producing lower energy particles settle quasi maxwellian energy distribution review arguments thermal versus non thermal plasmas accreting black hole systems discuss physics emission properties hybrid plasmas particle distribution energy approximately maxwellian plus power law tail using results new emission code show plasmas may relevant explaining recent observations particularly galactic black hole candidates soft state ,astro-ph
543,543,study spin dependent geometric phase effect mesoscopic rings charge density wave cdw materials electron spin explicitly taken account show spin dependent aharonov casher phase pronounced frustration effects cdw materials appropriate electron filling show frustration observable consequences transport experiment identify phase transition peierls insulator metal induced spin dependent phase interference effects mesoscopic cdw materials spin dependent geometric phase effects interplay becoming attractive opportunities exploitation rapid development modern fabrication technology ,cond-mat.mes-hall
544,544,many situations interest lies identifying clusters one might expect available variables carry information groups furthermore data quality e g outliers missing entries might present serious sometimes hard assess problem large complex datasets paper show small proportion atypical observations might serious adverse effects solutions found sparse clustering algorithm witten tibshirani propose robustification sparse k means algorithm based trimmed k means algorithm cuesta albertos et al proposal also able handle datasets missing values illustrate use method microarray data cancer patients able identify strong biological clusters much reduced number genes simulation studies show outliers data robust sparse k means algorithm performs better competing methods terms selection features also identified clusters robust sparse k means algorithm implemented r package rskc publicly available cran repository ,stat.ML
545,545,dynamical system behaviour thermal evolution homogeneous isotropic dissipative universe analyzed dissipation driven bulk viscosity xi alpha rho evolution bulk viscous pressure described using full causal israel stewart theory find model possesses prior decelerated epoch unstable stable future accelerated epoch thermodynamic analysis verified local well generalised second law thermodynamics satisfied throughout evolution universe also show convexity condition satisfied end stage universe implies upper bound evolution entropy neq case ruled since predict conventional evolutionary stages universe hand case imply prior decelerated late de sitter epochs unstable fixed points thermal evolution corresponding case implies gsl satisfied epochs convexity condition violated entropy growth unbounded hence model give stable evolution universe ,gr-qc
546,546,plot geometry several distance based quantifiers coherence bell diagonal states find along l norm relative entropy coherence changes continuously zero one surfaces move separable regions entangled regions based fact illuminating use intuitive geometry explain quantum states nonzero coherence used entanglement creation rather way around find necessary sufficient conditions quantum discord bell diagonal states equal relative entropy coherence depict surfaces equality give surfaces relative entropy coherence x states show surfaces dynamics relative entropy coherence bell diagonal states local nondissipative channels find coherence local nondissipative channels decrease ,quant-ph
547,547,argue use active learning methods player modelling active learning learning algorithm chooses sample search space optimise learning progress hypothesise player modelling based active learning result vastly efficient learning require big changes data collected example active player modelling scenarios described particular form active learning also equivalent influential formalisation human machine curiosity games active learning therefore seen curious player hypothesise form curiosity symmetric therefore games explore players based principles active learning turn select game configurations interesting player explored ,cs.LG
