,Id,Abstract,Category
5518,5518,let k positive integer let g graph vertex set v g subset subseteq v g k dominating set every vertex outside adjacent least k vertices k domination number gamma k g minimum cardinality k dominating set g graph g know gamma k g geq gamma g k delta g geq k geq bound sharp every k geq paper characterize bipartite graphs satisfying equality k geq present necessary sufficient condition bipartite graph satisfy equality hereditarily k also prove problem deciding whether graph satisfies given equality np hard general ,math.CO
5519,5519,introduce new nonlinear analog optical computing concept compresses signal dynamic range realizes non uniform quantization reshapes improves signal noise ratio digital domain ,physics.optics
5520,5520,photonic innovation becoming ever important modern world optical systems dominating shorter shorter communications distances led rapidly emerging variety applications solar cells show potential mainstream technology energy space need novel energy efficient photonic optoelectronic devices increase work unites fundamental physics novel computational inverse design approach towards innovation first half dissertation devoted physics high efficiency solar cells solar cells approach fundamental efficiency limits internal physics transforms photonic considerations instead electronic ones key reaching highest voltages efficiencies proper photon management led alta device recent dramatic increase solar cell efficiency record moreover approaching shockley queisser limit solar cell technology require light extraction become part future designs second half dissertation introduces inverse design new computational paradigm photonics assortment techniques fdtd fem etc enabled quick accurate simulation forward problem finding fields given geometry however scientists engineers typically interested inverse problem desired functionality geometry needed answering question breaks emphasis forward problem forges new path computational photonics framework shape calculus enables one quickly find superior non intuitive designs novel designs optical cloaking sub wavelength solar cell applications presented ,physics.optics
5521,5521,although existence dissipative weak solutions compressible navier stokes system already established finite energy initial data uniqueness still open problem idea select solution satisfying semigroup property important feature systems uniqueness precisely going prove existence semiflow selection terms three state variables density momentum energy finally show possible introduce new selection defined terms initial density momentum however price pay semigroup property hold almost everywhere time ,math.AP
5522,5522,study mechanisms responsible infra red near infra red conversion tm doped silica fibers presented upconversion luminescence observed h level tm nm pumping f level quadratic dependence conversion luminescence nm nm luminescence f level confirms h level populated two photon process two possible processes proposed mechanisms responsible conversion excited state absorption energy transfer conversion decay characteristics luminescence h level studied direct indirect pumping nm respectively comparing decay waveforms solution simple set rate equations energy transfer conversion process f f h h established tmo concentrations greater ppm ,physics.optics
5523,5523,study cataclysmic variable stars long fruitful area co operation amateur professional astronomers presidential address shall take stock current understanding fascinating binary systems highlighting amateurs still contribute pushing back frontiers knowledge shall also consider sky surveys already coming stream provide near continuous exquisitely precise photometry systems show whilst surveys might perceived threat amateur observations actually provide new opportunities although amateur community shall need adapt focus efforts identify areas amateurs equipped either visual observing ccd photometry make scientifically useful observations ,astro-ph.SR
5524,5524,five dimensional treatment boltzmann equation used establish constitutive equations relate thermodynamic fluxes forces first order gradients simple charged fluids presence electromagnetic fields formalism uses ansatz first introduced kaluza back proposing particle charge mass ratio proportional fifth component velocity field shown approach space time curvature yields thermodynamic forces leading generalizations well known cross effects present linear irreversible thermodynamics ,gr-qc
5525,5525,nonspherical perturbation theory necessary understand meaning radiation spacetimes generated fully nonlinear numerical relativity recently perturbation techniques found successful time evolution initial data found nonlinear methods anticipating approach prove useful variety problems give practical steps discussion underlying theory taking numerically generated data initial hypersurface initial value data extracting data considered nonspherical perturbations ,gr-qc
5526,5526,kernel methods considered effective technique line learning many approaches developed compactly representing dual solution kernel method problem imposes memory constraints however literature work specifically tailored streams graphs motivated fact size feature space representation many state art graph kernels relatively small thus explicitly computable study whether executing kernel algorithms feature space effective classical dual approach study three different algorithms various strategies managing budget efficiency efficacy proposed approaches experimentally assessed relatively large graph streams exhibiting concept drift turns strict memory budget constraints enforced working feature space given current state art graph kernels viable alternative dual approaches terms speed classification performance ,cs.LG
5527,5527,barbero immirzi bi connection usually introduced spin connection global object though transform properly genuine connection respect generic spin transformations unless quite specific suitable gauges imposed shall investigate whether global conditions properly transforming hence global su connection canonically defined gauge covariant way su connection locally agrees usual bi connection defined pretty general bundles particular triviality assumed product shall also introduce global covariant su connection whole spacetime technical reasons bi connection standard formulation introduced space slice restricts usual bi connection space slice ,gr-qc
5528,5528,comparing inductive logic programming ilp attribute value learning techniques trade expressive power efficiency inductive logic programming techniques typically expressive also less efficient therefore data sets handled current inductive logic programming systems small according general standards within data mining community main source inefficiency lies assumption several examples may related cannot handled independently within learning interpretations framework inductive logic programming assumption unnecessary allows scale existing ilp algorithms paper explain learning setting context relational databases relate setting propositional data mining classical ilp setting show learning interpretations corresponds learning multiple relations thus extends expressiveness propositional learning maintaining efficiency large extent case classical ilp setting case study present two alternative implementations ilp system tilde top induction logical decision trees tilde classic loads data main memory tilde lds loads examples one one experimentally compare implementations showing tilde lds handle large data sets order examples mb indeed scales linearly number examples ,cs.LG
5529,5529,introduce annealsgd regularized stochastic gradient descent algorithm motivated analysis energy landscape particular class deep networks sparse random weights loss function networks approximated hamiltonian spherical spin glass gaussian coupling different currently popular architectures convolutional ones spin glasses amenable analysis provides insights topology loss function motivates algorithms minimize specifically show regularization term akin magnetic field modulated single scalar parameter transition loss function complex non convex landscape exponentially many local minima phase polynomial number minima way trivial landscape unique minimum annealsgd starts training relaxed polynomial regime gradually tightens regularization parameter steer energy towards original exponential regime even convolutional neural networks quite unlike sparse random networks empirically show annealsgd improves generalization error using competitive baselines mnist cifar ,cs.LG
5530,5530,correlations results measurements performed physical systems violate bell non contextuality inequalities specific limits answer may follow observation quantum theory unlike theories whenever experiment measure simultaneously b another measure b c another measure c always experiment measure simultaneously property implies quantum theory satisfies seemingly irrelevant restriction called exclusivity e principle surprisingly explains set quantum correlations fundamental scenarios open problem whether e principle explains maximum quantum violation bell chsh inequality show experimentally e principle imposes upper bound violation bell chsh inequality matches maximum predicted quantum theory use result independent experiment testing specific non contextuality inequality perform experiments bell chsh inequality experiment polarization entangled states pairs photons stockholm demonstrate independence non contextuality inequality experiment single photons orbital angular momentum states rome observed results provide first experimental evidence e principle determines limits quantum correlations prove hypothetical super quantum violations either experiment violate e principle supports conclusion e principle captures fundamental limitation nature true much quantum theory trivially follow merely taking e principle fundamental truth various information theoretic postulates also simplified strengthened ,quant-ph
5531,5531,demonstrated two fold acceleration fast time constant characterising recovery p doped indium phosphide photonic crystal optical gate time resolved spectral analysis compared three dimensional drift diffusion model carrier dynamics demonstrating transition ambipolar faster minority carrier dominated diffusion regime open perspective faster yet efficient nanophotonic optical gates ,physics.optics
5532,5532,warm dark matter wdm self interacting dark matter sidm often motivated inferred cores dark matter halos low surface brightness lsb galaxies test thermal wdm non thermal wdm sidm using high resolution rotation curves nine lsb galaxies fit dark matter models data determine halo core radii central densities minimum core size wdm models predicted decrease halo mass find inferred core radii increase halo mass also cannot explained single value primordial phase space density moreover core size set wdm particle properties even smallest cores infer require primordial phase space density values orders magnitude smaller lower limits obtained lyman alpha forest power spectra also find dark matter halo core densities vary factor system system showing systematic trend maximum rotation velocity galaxy strongly argues core size directly set large self interactions scattering annihilation dark matter therefore conclude inferred cores provide motivation prefer wdm sidm dark matter models ,astro-ph.CO
5533,5533,halide perovskites promising semiconductors inexpensive high performance optoelectronics despite remarkable defect tolerance compared conventional semiconductors perovskite thin films still show substantial microscale heterogeneity key properties luminescence efficiency device performance behavior attributed spatial fluctuations population sub bandgap electronic states act trap mediated non radiative recombination sites however origin variations trap states extent defect tolerance remains topic debate precise understanding critical rational design defect management strategies combining scanning x ray diffraction beamlines two different synchrotrons high resolution transmission electron microscopy reveal levels heterogeneity ten micrometer scale super grains even ten nanometer scale sub grain domains find local strain associated enhanced defect concentrations correlations local structure time resolved photoluminescence reveal strain related defects cause non radiative recombination reveal direct connection defect concentrations non radiative losses well complex heterogeneity across multiple length scales shedding new light presence influence structural defects halide perovskites ,cond-mat.mtrl-sci
5534,5534,theoretically investigate design cavities three dimensional inverse woodpile photonic crystal class cubic diamond like crystals broad photonic band gap consists two perpendicular arrays pores rectangular structure point defect acts cavity centred intersection two intersecting perpendicular pores radius differs ones bulk crystal performed supercell bandstructure calculations times times unit cells find five isolated dispersionless bands appear within photonic band gap isolated band electric field energy localized volume centred point defect hence point defect acts photonic band gap cavity mode volume cavities resonances small lambda resonance wavelength cubed indicating strong confinement light varying radius defect pores found donor like resonances appear smaller defect radius whereas acceptor like resonances appear greater defect radius plot distribution electric field energy density conclude peaks energy found sharp edges situated point defect similar electrons collect features different observed cavities non inverted woodpile structures since inverse woodpile crystals fabricated silicon cmos compatible means project single cavities even cavity arrays realized wavelength ranges compatible telecommunication windows near infrared ,physics.optics
5535,5535,lenses crucial light enabled technologies conventional lenses perfected achieve near diffraction limited resolution minimal chromatic aberrations however lenses bulky cannot focus light hotspot smaller half wavelength light pupil filters initially suggested toraldo di francia overcome resolution constraints conventional lenses intrinsically chromatically corrected report single element planar lenses deliver sub wavelength focusing beating diffraction limit conventional refractive lenses also focus light different colors hotspot using principle super oscillations designed fabricated range binary dielectric metallic lenses visible infrared parts spectrum manufactured silicon wafers silica substrates optical fiber tips low cost compact lenses useful mobile devices data storage surveillance robotics space applications imaging manufacturing light spatially resolved nonlinear microscopies ,physics.optics
5536,5536,present analysis flames dataset targeting central arcmin region sextans dsph dataset third major part high resolution spectroscopic section eso large program b obtained dwarf galaxy abundances radial velocities team dart sample composed red giant branch stars level horizontal branch sextans allows address questions related stellar nucleosynthesis galaxy evolution provide metallicities stars cover wide dex range abundances elements derived mg ca ti sc cr mn co ni ba eu despite small mass sextans chemically evolved system evidence contribution core collapse type ia supernovae well low metallicity agbs new flames sample offers sufficiently large number stars chemical abundances derived high accuracy firmly establish existence plateau sim dex followed decrease sim dex stark similarity fornax sculptor dsphs despite different masses star formation histories suggests three galaxies similar star formation efficiencies early formation phases probably driven early accretion smaller galactic fragments uv background heating impacted different ways parallel sculptor sextans dsph also striking considering ba eu finally iron peak elements decline sim implies production yields ni co sneia lower fe decrease favours models sneia based explosion double degenerate sub chandrasekhar mass white dwarfs ,astro-ph.GA
5537,5537,present multiwavelength analysis prototype hi excess galaxy gass selected based large gas content rm hi msun compared little associated star formation activity sim msun yr galex arecibo sdss survey gass large array vla observations show hi gass distributed regularly rotating extended sim kpc radius gas ring sdss optical image gass appears bulge dominated galaxy however deep optical imaging reveals low surface brightness gtrsim mag arcsec stellar emission around central bulge direct evidence accretion detected form extended sim kpc stellar stream showing gass experienced minor merger recent past investigate possibility hi ring gass accreted merger event using n body smoothed particle hydrodynamic sph simulations best model reproduces general properties e gas distribution kinematics stellar morphology galaxy involves merger central bulge gas rich star msun rm hi star disk galaxy however small discrepancies observed modeled properties suggest sources gas involved build gas reservoir work first step toward larger program investigate physical mechanisms drive large scatter gas scaling relations nearby galaxies ,astro-ph.GA
5538,5538,obtained low resolution optical spectra three faint brown dwarf candidates pleiades open cluster objects observed roque roque roque spectrum roque show strong tio bandheads characterize optical spectra type stars molecular bands cah crh vo clearly present classify roque early l type brown dwarf using current theoretical evolutionary tracks estimate transition type l type pleiades age myr takes place teff k msol roque benchmark brown dwarf pleiades first known one belongs l type class provides evidence imf extends msol serves guide future deep searches even less massive young brown dwarfs ,astro-ph
5539,5539,kieu claimed quantum computing procedure solve classically unsolvable problem recent work w smith shown kieu central mathematical claim cannot sustained general critique given kieu proposal suggestions made regarding church turing thesis ,quant-ph
5540,5540,paper simple effective control system monitor suppress beam jitter noise input optical system called beam pointing control bpc system described showing theoretical principle experimental demonstration application large scale gravitational wave interferometers particular advanced virgo detector purpose requirements control accuracy sensing noise computed taking account advanced virgo optical configuration outcomes compared experimental measurement obtained laboratory system shown unprecedented performance terms control accuracy sensing noise bpc system achieved control accuracy rad tilt shift sensing noise less nrad sqrt hz resulting compliant advance virgo gravitational wave interferometer requirements ,physics.optics
5541,5541,recent decade research field using arrays high index contrast near wavelength dieletric structures flat surfaces known high contrast metastructures hcms metasurfaces emerged expanded rapidly although hcms metasurfaces share great similarities physical structures photonic crystals phcs e periodic nanostructures many differences exist design analysis operation conditions applications paper provide generalized theoretical understanding two subjects show intrinsic connections discuss simulation design approaches categorized functionalities applications similarity differences hcms metasurfaces phcs also discussed new findings presented regarding physical connection phc band structures hcm scattering spectra transverse longitudinal tilt incidence novel designs using hcms holograms spatial light modulators surface plasmonic couplers discussed recent advances hcms metasurfaces phcs reviewed compared applications broadband mirrors waveguides couplers resonators reconfigurable optics ,physics.optics
5542,5542,two dimensional photonic crystal microcavity design supporting wavelength scale volume resonant mode calculated quality factor q insensitive deviations cavity geometry level q x presented robustness cavity design confirmed optical fiber based measurements passive cavities fabricated silicon microcavities operating lambda nm wavelength band quality factors x measured significant variations cavity geometry resonant mode normalized frequencies shifted much nominal value ,physics.optics
5543,5543,present analytical stationary solutions gross pitaevskii equation gpe bose einstein condensate becs trapped double well potential solutions compared described particular provide evidence symmetry preserving stationary solutions reduced eigenstates corresponding linear schr dinger equation moreover found symmetry breaking solutions emerge bifurcations also isolated points chemical potential nonlinear interaction diagram also found moving nodes symmetry breaking solutions ,cond-mat.mes-hall
5544,5544,fix long standing ambiguity loop contribution mass dimensional supersymmetric soliton adopting set boundary conditions follow symmetries action depend topology sector considered invoking physical principle hold generally quantum field theories topological sector vanishing mass dimensionful constants vacuum energies trivial topological sectors become equal two dimensional n supersymmetric case find result supersymmetric sine gordon model agrees known exact solution matrix seems violate bps bound analyze nontrivial relation quantum soliton mass quantum bps bound find resolution n supersymmetric theories one loop corrections soliton mass central charge also ambiguities bps bound always saturated beyond loop ambiguities theory explicitly check loop calculation sine gordon model ,hep-th
5545,5545,presented contextual statistical model probabilistic description physical reality contexts complexes physical conditions considered basic elements reality discussed relation qm propose realistic analogue bohr principle complementarity opposite bohr principle principle direct relation mutual exclusivity observables distinguish principle bohr principle give better characterization change terminology speak supplementarity instead complementarity supplementarity based interference probabilities quantitative expression trough coefficient easily calculated experimental statistical data need appeal hilbert space formalism noncommutativity operators representing observables moreover model exists pairs supplementary observables represented complex hilbert space discussed applications principle supplementarity outside quantum physics ,quant-ph
5546,5546,consider spatially version following keller segel navier stokes system rotational flux left begin array l n u cdot nabla n delta n nabla cdot ns x n c nabla c quad x omega c u cdot nabla c delta c c n quad x omega u kappa u cdot nabla u nabla p delta u n nabla phi quad x omega nabla cdot u quad x omega end array right qquad flux boundary conditions bounded domain omega subseteq mathbb r smooth boundary phi w infty omega kappa mathbb r represent prescribed gravitational potential strength nonlinear fluid convection respectively matrix valued function x n c c bar omega times infty mathbb r times denotes rotational effect satisfies x n c leq c n alpha c alpha geq paper seeking new functionals using bootstrap arguments system establish existence global weak solutions system arbitrarily large initial data assumption alpha geq moreover explicit condition size c relative c n secondly prove fact bf weak solution n c u becomes smooth ultimately approaches unique spatially homogeneous steady state bar n bar n bar n frac omega int omega n c n best poincar e constant best knowledge first results asymptotic behavior system ,math.AP
5547,5547,bnlearn r package includes several algorithms learning structure bayesian networks either discrete continuous variables constraint based score based algorithms implemented use functionality provided snow package improve performance via parallel computing several network scores conditional independence algorithms available learning algorithms independent use advanced plotting options provided rgraphviz package ,stat.ML
5548,5548,recent hydrodynamical simulations predict stellar feedback intermediate mass galaxies imgs drive strong fluctuations structure e g half light radius r e process operates timescales hundred myr persists even late cosmic times one prediction quasi periodic galactic scale breathing anti correlation star formation rate sfr half light radius central gas overdensities lead starbursts whose feedback drags stars larger radii star formation dwindles test prediction sample isolated imgs stellar masses leq odot leq z hst cosmos footprint find imgs higher specific sfrs ssfr yr extended median sizes r e sim kpc mostly disk dominated systems contrast imgs lower ssfrs yr factor sim compact median sizes r e sim kpc significant bulge contributions light observed trends opposite predictions stellar feedback operate via breathing process described discuss various paths reconcile observations simulations likely require different implementation stellar feedback imgs drastically changes predicted formation history ,astro-ph.GA
5549,5549, work study orbital stability stationary solutions relativistic vlasov manev system system kinetic model describing evolution stellar system subject gravity relativistic corrections system orbital stability proved isotropic models constructed minimizers hamiltonian subcritical condition obtain stability isotropic models non variationnal approach use new method developed classical vlasov poisson system derive stability monotonicity hamiltonian suitable generalized symmetric rearrangements antonov type coer civity property overcome two new difficulties first one priori non continuity potentials greater control arrangements necessary second difficulty related homogeneity breaking give boundedness kinetic energy indeed paper suppose subcritical condition satisfied steady states ,math.AP
5550,5550,shown finding generic bell states diagonal entanglement witnesses bdew otimes otimes otimes n systems exactly reduces linear programming feasible region polygon approximately obtains via linear programming feasible region polygon since solving linear programming generic case difficult multi qubits otimes n otimes systems special case generic bdew particular choice parameters considered rest paper obtain optimal non decomposable entanglement witness otimes system particular choice parameters proving optimality well known reduction map combining optimal non decomposable otimes bdew named critical entanglement witnesses family optimal non decomposable otimes bdew also obtained using approximately critical entanglement witnesses otimes bound entangled states detected well known choi map particular case positive map connection witness via jamiolkowski isomorphism considered approximately obtained via linear programming ,quant-ph
5551,5551,paper considered possibility standard model minimal extension addition singlets merges high scale supersymmetric theory scale satisfying veltman condition therefore sensitivity cutoff matching standard model achieved planckian scales complex singlet extension matching scale depends strength coupling singlet higgs fields order one values coupling still perturbative region matching scale located tev ballpark even absence quadratic divergences remains finite adjustment parameters high energy theory guarantee higgs singlets low energy theory kept light fine tuning unrelated quadratic divergences entire responsibility ultraviolet theory remains missing ingredient provide full solution hierarchy problem ,hep-ph
5552,5552,reply comment chudnovsky garanin tunneling rate mn ,cond-mat.mes-hall
5553,5553,paper develop statistical theory implementation deep learning models show elegant variable splitting scheme alternating direction method multipliers optimises deep learning objective allow non smooth non convex regularisation penalties induce sparsity parameter weights provide link traditional shallow layer statistical models principal component sliced inverse regression deep layer models also define degrees freedom deep learning predictor predictive mse criteria perform model selection comparing architecture designs focus deep multiclass logistic learning although methods apply generally results suggest interesting previously exploited relationship deep learning proximal splitting techniques illustrate methodology provide multi class logit classification analysis fisher iris data illustrate convergence algorithm finally conclude directions future research ,stat.ML
5554,5554,theoretically analyze influence gouy phase shift nonlinear interaction waves different frequencies focus chi interaction optical fields e g birefringent crystals show focussing stronger suggested boyd kleinman factor improve nonlinear processes increased value optimal focussing parameter single pass process found new value builds compensation gouy phase shift spatially varying instead constant wave vector phase mismatch analyze single ended singly resonant standing wave nonlinear cavity show case gouy phase shift leads additional phase backreflection numerical simulations may explain ill understood experimental observations devices ,physics.optics
5555,5555,let arc colored digraph arc number defined number arcs color number c defined number colors assigned arcs rainbow triangle directed triangle every pair arcs distinct colors let f smallest integer c geq f contains rainbow triangle paper obtain f overleftrightarrow k n f n overleftrightarrow k n complete digraph order n n strongly connected tournament order n moreover characterize arc colored complete digraph overleftrightarrow k n c overleftrightarrow k n f overleftrightarrow k n containing rainbow triangles also prove arc colored digraph n vertices contains rainbow triangle c geq overleftrightarrow k n f overleftrightarrow k n directed extension undirected case ,math.CO
5556,5556,multi filamentation opens new degrees freedom manipulating electromagnetic waves air however without control multiple filament interactions including attraction repulsion fusion often result formation complex disordered filament distributions moreover high power beams conventionally used multi filament formation experiments often cause significant surface damage growing number applications laser filaments requires fine control formation propagation demonstrate experimentally theoretically attraction fusion ultrashort beams initial powers critical value enable eventual formation filament downstream filament formation delayed predetermined distance space avoiding optical damage external beam optics still enabling robust filaments controllable properties formed single high power beam paradigm introduces new opportunities filament engineering eliminating need use high peak power lasers sources ,physics.optics
5557,5557,present cuspy non axisymmetric scale free mass models discs whose gravitational potentials st ackel form parabolic coordinates black hole may added centre without way affecting st ackel form dynamics potentials course fully integrable surface density sigma disc propto r gamma gamma corresponds steep cusps central force diverges thus cusps black holes non axisymmetry sure recipe chaos generally assumed new family orbits lens orbits emerges replace box orbits models elliptical galaxies constant density cores loop orbits conspicuous absence lenses boxlets family orbits elongated direction density distribution property favourable construction non axisymmetric self consistent equilibrium models elliptical galaxies ,astro-ph
5558,5558,paper devoted explore modified f mathcal r theories gravity using noether symmetry approach purpose friedmann robertson walker spacetime chosen investigate cosmic evolution study mainly divided two parts firstly noether symmetries metric f mathcal r gravity revisited new class solutions help conserved quantities reported shown different scenarios cosmic evolution discussed using noether symmetries one case indicates chances existence big rip singularity secondly f mathcal r theory coupled scalar field discussed detail noether equations modified gravity reported three subcases flat friedmann robertson walker universe concluded conserved quantities quite helpful find important exact solutions cosmological contexts moreover scalar field involved modified gravity plays vital role cosmic evolution accelerated expansion phase observed suitable choices f mathcal r varphi chi gravity models ,gr-qc
5559,5559,present first measurements shape far ultraviolet far uv lambda dust attenuation curve high redshift z analysis employs rest frame uv spectra galaxies z deep spectroscopic observations hrs lambda low resolution imaging spectrograph keck telescope using iterative approach calculate ratios composite spectra different bins continuum color excess e b v derive dust curve implies lower attenuation far uv given e b v obtained standard attenuation curves demonstrate uv composite spectra z galaxies modeled well assuming new attenuation curve high covering fraction hi absorption lyman werner bands h small covering fraction low covering fraction h relative hi dust suggests dust ism typical galaxies z unrelated catalysis h associated phases ism e ionized neutral gas far uv dust curve implies factor lower dust attenuation lyman continuum ionizing photons relative inferred commonly assumed attenuation curves l galaxies z results may utilized assess degree ionizing photons attenuated hii regions generally ionized low column density n hi cm neutral ism high redshift galaxies ,astro-ph.GA
5560,5560,classical cepheids key probes stellar astrophysics cosmology standard candles pulsating variable stars important understand cepheids unprecedented detail preparation upcoming gaia jwst extremely large telescope observations cepheid eclipsing binary stars ideal tools achieving goal however currently three known systems one systems ogle lmc cep raises new questions evolution classical cepheids apparent age discrepancy cepheid red giant companion show cepheid component actually product stellar merger two main sequence stars since evolved across hertzsprung gap hr diagram post merger product appears younger companion hence apparent age discrepancy resolved discuss idea consequences understanding cepheid evolution ,astro-ph.SR
5561,5561,let g graph maximum degree delta let g sigma oriented graph g skew adjacency matrix g sigma skew spectral radius rho g sigma g sigma defined spectral radius g sigma skew spectral radius studied results lower bound known paper determines lower bounds skew spectral radius studies oriented graphs whose skew spectral radii attain lower bound sqrt delta moreover apply skew spectral radius skew energy oriented graphs defined sum norms eigenvalues g sigma denoted mathcal e g sigma results obtain lower bounds skew energy improve known lower bound obtained adiga et al ,math.CO
5562,5562,gene expression data widely used disease analysis cancer diagnosis however since gene expression data contain thousands genes simultaneously successful microarray classification rather difficult feature selection important pre treatment classification process selecting useful gene subset classifier decreases computational time cost also increases classification accuracy study applied information gain method filter approach improved binary particle swarm optimization wrapper approach implement feature selection selected gene subsets used evaluate performance classification experimental results show employing proposed method fewer gene subsets needed selected better classification accuracy obtained ,cs.LG
5563,5563,present combined single crystal x ray diffuse scattering ab initio molecular dynamics study lead telluride pbte well known thermoelectric narrow gap semiconducting properties pbte recently achieved notoriety following report unusual centering lead atoms accompanied local symmetry breaking heating observation named emphanisis ignited considerable controversy regarding details underlying local structure appropriate interpretation total scattering experiments study demonstrate close agreement diffuse scattering measurements calculations allows us analyze features higher order correlations accessible simulations experimentally allowed us discover unusual correlated local dipole formation extending several unit cells associated local reduction cubic symmetry x ray diffuse scattering measurements molecular dynamics simulations importantly averaged spatially temporally probable positions ions centers coordination polyhedra results therefore clarify nature local symmetry breaking reveal source earlier controversy regarding existence absence centering finally provide interpretation behavior terms coupled soft optical acoustic modes linked also high thermoelectric performance pbte ,cond-mat.mtrl-sci
5564,5564,discuss effect accelerated mirrors remained hitherto unnoticed formation field condensate near surface massive fields view point observer attached mirror effect rather natural gravitational field felt novelty since effect observer dependent even inertial observers detect formation condensate show localization agreement bekenstein entropy bound ,gr-qc
5565,5565,north south asymmetry solar activity variable time strength analyse long term variation phase lags hemispheric cycles check conjectured relationship phase lags hemispheric cycle strengths sunspot data used cycles separation northern southern hemispheres possible centers mass hemispheric cycle profiles used study phase relations relative strengths hemispheric cycles approach considers cycle whole disregards short term fluctuations cycle time profile phase hemispheric cycles shows alternating variation northern cycle leads cycles follows cycles significant relationship found phase strength differences hemispheric cycles period cycles appears close gleissberg cycle may provide key physical background may raise new aspect solar dynamo mechanism needs long memory ,astro-ph.SR
5566,5566,paper using notion negativity study degree entanglement two level atom interacting quantized radiation field described jaynes cummings model jcm suppose initially field pure state atom general mixed state case negativity fully captures entanglement jcm investigate case initial state field coherent state influences detuning degree entanglement also examined ,quant-ph
5567,5567,present dynamical analysis galaxy cluster abell based new set radial velocities measured eso pic du midi haute provence observatories analysis indicates cluster substructure dynamical equilibrium conclusion also supported differences positions peaks surface density distribution x ray emission well evidence large scale velocity gradient cluster also found discrepancy masses inferred virial theorem x ray emission expected galaxies gas inside cluster hydrostatic equilibrium abell modest cooling flow expected equilibrium suggested allen propose cooling flows may intermittent behavior phases massive cooling flows followed phases without significant cooling flows acretion galaxy group massive enough disrupt dynamical equilibrium center clusters massive cooling flow established new equilibrium achieved ,astro-ph
5568,5568,big data comes various ways types shapes forms sizes indeed almost areas science technology medicine public health economics business linguistics social science bombarded ever increasing flows data begging analyzed efficiently effectively paper propose rough idea possible taxonomy big data along commonly used tools handling particular category bigness dimensionality p input space sample size n usually main ingredients characterization data bigness specific statistical machine learning technique used handle particular big data set depend category falls within bigness taxonomy large p small n data sets instance require different set tools large n small p variety among tools discuss preprocessing standardization imputation projection regularization penalization compression reduction selection kernelization hybridization parallelization aggregation randomization replication sequentialization indeed important emphasize right away called free lunch theorem applies sense universally superior method outperforms methods categories bigness also important stress fact simplicity sense ockham razor non plurality principle parsimony tends reign supreme comes massive data conclude comparison predictive performance commonly used methods data sets ,stat.ML
5569,5569,discuss possibilities utilizing superconductors cooper condensates triplet pairing states spin condensate pairs practical realization quantum computers superconductors triplet pairing condensates features unique cannot found usual singlet pairing superconductors symmetry order parameter triplet superconductors e g ruthenates corresponds doubly degenerate chiral states states serve qubit base states quantum computing ,quant-ph
5570,5570,propose simple parameterization two point correlator hadronic electromagnetic currents evaluation hadronic contributions muon anomalous magnetic moment parameterization explicitly done euclidean domain model function contains phenomenological parameter provides infrared cutoff guarantee smooth behavior correlator origin accordance experimental data e e annihilation fixing numerical value parameter leading order hadronic contribution muon anomalous magnetic moment next leading order results related vacuum polarization function accurately reproduced properties four point correlator hadronic electromagnetic currents instance called light light scattering amplitude relevant calculation muon anomalous magnetic moment briefly discussed ,hep-ph
5571,5571,describe next leading order calculation fully exclusive parton cross section photoproduction heavy quarks use result compute quantities interest current fixed target experiments discuss heavy quark total cross sections distributions correlations ,hep-ph
5572,5572,attempt understand source propagation galactic cosmic rays employed modified weighted slab technique along recent values relevant cross sections compute primary secondary ratios including b c sub fe fe different galactic propagation models models considered disk halo diffusion model dynamical halo wind model turbulent diffusion model model minimal reacceleration modified weighted slab technique briefly discussed detailed description models given also discuss impact various models problem anisotropy high energy discuss properties particular model bear issue ,astro-ph
5573,5573,cvn binaries white dwarf primary accretes material helium rich white dwarf stellar companion unstable ignition nuclear burning via alpha reaction accumulated helium layer powers thermonuclear runaway near accretion rates dot lesssim mathrm odot yr may observed helium nova ia supernova helium burning primary envelope temperatures lesssim mathrm k may proceed via direct three body fusion alpha particles show direct three body rate nguyen et al reduced relative extrapolated resonant rate temperatures gtrsim times mathrm k results novae longer recurrence times larger ignition masses contrast find enhancement direct three body rate temperatures lesssim times mathrm k result significant differences nova outburst properties massive envelopes models near density threshold detonation helium layer increase density ignition due alpha rate may important ,astro-ph.SR
5574,5574,adversarial learning embedded deep networks learn disentangled transferable representations domain adaptation existing adversarial domain adaptation methods may effectively align different domains multimodal distributions native classification problems paper present conditional adversarial domain adaptation principled framework conditions adversarial adaptation models discriminative information conveyed classifier predictions conditional domain adversarial networks cdans designed two novel conditioning strategies multilinear conditioning captures cross covariance feature representations classifier predictions improve discriminability entropy conditioning controls uncertainty classifier predictions guarantee transferability theoretical guarantees lines codes approach exceeded state art results five datasets ,cs.LG
5575,5575,incommensurate modulated structure ims bisr la cuo delta bslco studied aberration corrected transmission electron microscopy combination high dimensional hd space description two images negative cs imaging ncsi passive cs imaging pcsi modes deconvoluted respectively similar results ims obtained two corresponding projected potential maps ppms meanwhile size dots representing atoms ncsi ppm found smaller pcsi one considering size one influencing factors precision modulation functions unoverlapped atoms bslco determined based ppm obtained ncsi image combination hd space description ,cond-mat.mtrl-sci
